,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
32,Hungary,797429,1039,29114,73,618608,149707,308,82730,3020,5622836,583344,9638965,Europe
33,Bangladesh,779796,261,12124,22,721435,46237,1149,4694,73,5702286,34327,166114622,Asia
34,Jordan,723345,276,9243,19,710445,3657,729,70288,898,6921815,672601,10291121,Asia
35,Serbia,705890,705,6664,18,675008,24218,97,81075,765,4001180,459553,8706675,Europe
36,Switzerland,679510,0,10730,0,617283,51497,179,78018,1232,7273942,835159,8709646,Europe
37,Japan,671841,6272,11365,110,584770,75706,1231,5326,90,13015244,103182,126138855,Europe
38,Austria,636424,644,10470,15,614803,11151,321,70315,1157,36217595,4001460,9051096,Asia
39,UAE,544931,1321,1629,3,525080,18222,0,54525,163,46815989,4684348,9994131,Asia
40,Lebanon,535446,265,7602,16,497198,30646,333,78756,1118,4163257,612353,6798783,Africa
41,Morocco,514817,112,9098,6,502884,2835,98,13806,244,6374419,170940,37290353,Asia
42,Malaysia,466330,4140,1866,44,422329,42135,503,14250,57,10445009,319167,32725875,Asia
43,Nepal,447704,8046,4856,187,333108,109740,0,15130,164,2751481,92984,29590786,Europe
44,Saudi Arabia,432269,837,7147,13,416759,8363,1331,12251,203,17916457,507779,35283944,Asia
45,Bulgaria,414041,203,17250,7,362327,34464,501,59982,2499,2663903,385917,6902783,Europe
46,Ecuador,409520,2518,19692,178,342878,46950,593,22910,1102,1366625,76453,17875364,South America
47,Slovakia,387420,258,12203,35,370552,4665,204,70931,2234,2759676,505255,5461946,North America
48,Greece,375831,1950,11365,43,335156,29310,661,36212,1095,8832737,851050,10378639,Europe
49,Belarus,374714,1363,2691,10,365255,6768,0,39666,285,6070189,642578,9446615,Europe
50,Panama,370533,490,6296,4,358938,5299,105,84719,1440,2516022,575268,4373653,Europe
51,Kazakhstan,355645,2505,4039,22,312837,38769,221,18746,213,10749824,566625,18971673,Asia
52,Croatia,349910,826,7687,23,335337,6886,185,85696,1883,1920316,470300,4083174,Asia
53,Bolivia,329733,2509,13451,42,269288,46994,200,27917,1139,1299971,110063,11811166,Asia
54,Georgia,329407,1576,4426,29,307918,17063,0,82714,1111,4555909,1143984,3982492,South America
55,Azerbaijan,329371,377,4768,14,313778,10825,0,32233,467,3375679,330347,10218586,Asia
56,Tunisia,325832,552,11779,52,286940,27113,445,27321,988,1383545,116011,11926024,Africa
57,Paraguay,311746,2108,7534,52,258338,45874,584,43246,1045,1188141,164823,7208585,Asia
58,Palestine,303658,114,3423,8,291191,9044,78,58351,658,1787484,343486,5203952,North America
59,Kuwait,290801,795,1687,6,276792,12322,194,67232,390,2453107,567147,4325344,Asia
60,Costa Rica,282741,0,3547,0,221903,57291,489,55067,691,1093074,212887,5134536,South America
61,Dominican Republic,276272,894,3569,4,233431,39272,283,25248,326,1473359,134647,10942402,Europe
62,Ethiopia,265832,419,3976,12,218866,42990,596,2264,34,2648487,22555,117424460,Africa
63,Denmark,265539,1074,2502,3,250257,12780,33,45704,431,46271866,7964238,5809955,Europe
64,Lithuania,264724,1141,4088,2,239702,20934,169,98444,1520,3093727,1150479,2689077,Europe
65,Ireland,254870,0,4941,0,237164,12765,39,51120,991,4729538,948625,4985679,Europe
66,Moldova,253736,169,6016,10,244664,3056,148,63028,1494,1045418,259680,4025790,Europe
67,Slovenia,249014,494,4320,6,237061,7633,121,119765,2078,1228272,590746,2079187,North America
68,Egypt,244520,1203,14269,63,180577,49674,90,2351,137,2715258,26107,104005913,Africa
69,Guatemala,241117,947,7872,27,220536,12709,5,13246,432,1342689,73764,18202607,North America
70,Uruguay,238079,2873,3419,50,206670,27990,496,68331,981,1993646,572195,3484208,Asia
71,Honduras,225256,1334,5937,39,82549,136770,536,22433,591,673368,67061,10041171,North America
72,Armenia,220729,282,4314,13,208100,8315,0,74368,1453,1033513,348211,2968066,Asia
73,Venezuela,212998,0,2366,0,196759,13873,316,7509,83,3359014,118418,28365690,Europe
74,Qatar,212927,260,526,2,206307,6094,208,75834,187,1967354,700673,2807805,South America
75,Oman,202713,0,2148,0,186391,14174,255,38843,412,1550000,297001,5218833,Asia
76,Bosnia and Herzegovina,202143,0,8981,0,168549,24613,0,61950,2752,937964,287454,3263010,Africa
77,Bahrain,199093,1619,737,5,182535,15821,160,113605,421,4336159,2474270,1752500,South America
78,Libya,181179,0,3085,0,167629,10465,0,26060,444,981532,141180,6952358,Asia
79,Nigeria,165702,41,2066,0,156412,7224,11,787,10,1977479,9392,210554790,Africa
80,Kenya,165379,267,3001,25,113489,48889,117,3018,55,1741604,31783,54795867,Africa
81,North Macedonia,154636,112,5197,13,145606,3833,111,74227,2495,753923,361889,2083299,Europe
82,Myanmar,143059,24,3212,0,132100,7747,0,2614,59,2600857,47524,54726968,Asia
83,Sri Lanka,140471,2386,941,20,117220,22310,0,6536,44,3075321,143096,21491378,Europe
84,Albania,131978,39,2429,2,123081,6468,18,45904,845,672540,233922,2875058,Africa
85,S. Korea,131061,681,1896,3,121282,7883,150,2554,37,9319094,181632,51307617,Europe
86,Latvia,127597,544,2257,9,116427,8913,78,68308,1208,2484916,1330271,1867977,Asia
87,Estonia,126922,281,1220,3,118553,7149,36,95623,919,1356381,1021901,1327312,Europe
88,Algeria,125194,135,3366,6,87251,34577,28,2811,76,230861,5184,44536979,Europe
89,Cuba,123221,1383,796,11,115505,6920,126,10885,70,3970083,350696,11320592,Asia
90,Norway,119052,312,774,0,88952,29326,24,21812,142,5423294,993625,5458089,North America
91,Kyrgyzstan,100249,404,1695,8,93302,5252,85,15149,256,1051972,158968,6617489,Europe
92,Thailand,99145,3095,565,17,63667,34913,1234,1417,8,8124896,116149,69952465,Asia
93,Montenegro,98778,75,1560,4,95801,1417,60,157256,2484,393555,626545,628135,Africa
94,Uzbekistan,96368,251,667,0,91831,3870,23,2844,20,1377915,40659,33889912,Africa
95,Ghana,93243,0,783,0,91146,1314,7,2948,25,1118523,35358,31634244,Asia
96,Zambia,92409,53,1260,0,90777,372,39,4908,67,1468388,77988,18828356,Europe
97,China,90829,14,4636,0,85914,279,1,63,3,160000000,111163,1439323776,Africa
98,Finland,89878,192,931,0,46000,42947,28,16199,168,4760359,857998,5548216,North America
99,Cameroon,74946,0,1152,0,70497,3297,385,2764,42,1518411,55995,27116872,Europe
100,El Salvador,71330,139,2182,4,66776,2372,24,10949,335,953979,146435,6514677,Africa
101,Cyprus,70899,157,346,0,39061,31492,51,58353,285,5817258,4787867,1215000,Asia
102,Mozambique,70410,49,826,0,68710,874,21,2200,26,535701,16735,32011270,Asia
103,Luxembourg,69028,106,806,0,66183,2039,30,108739,1270,2760597,4348725,634806,Asia
104,Afghanistan,63484,72,2742,9,54663,6079,1124,1600,69,429452,10821,39686591,Africa
105,Singapore,61536,31,31,0,61062,443,3,10447,5,10441802,1772701,5890336,Asia
106,Namibia,50949,216,705,1,47946,2298,71,19742,273,407101,157744,2580766,Africa
107,Botswana,49656,0,761,0,46640,2255,1,20753,318,1089391,455293,2392727,Africa
108,Mongolia,48101,553,205,5,39564,8332,106,14471,62,2822456,849101,3324054,North America
109,Jamaica,47233,83,843,5,23013,23377,18,15890,284,352930,118735,2972414,Africa
110,Ivory Coast,46535,0,295,0,46006,234,0,1727,11,608960,22602,26942755,Africa
111,Maldives,43782,1007,94,2,28013,15675,90,79779,171,791330,1441949,548792,Africa
112,Uganda,42674,0,347,0,41971,356,24,908,7,1055305,22460,46986235,Africa
113,Senegal,40828,22,1124,2,39558,146,10,2384,66,496463,28991,17125015,Africa
114,Madagascar,40005,117,754,6,37673,1578,309,1413,27,194669,6877,28305993,Africa
115,Zimbabwe,38554,19,1582,0,36318,654,12,2562,105,445047,29570,15050578,Europe
116,Sudan,34272,0,2446,0,27949,3877,0,766,55,232965,5208,44734464,Australia/Oceania
117,Malawi,34210,4,1153,0,32206,851,11,1749,59,238793,12210,19556967,Africa
118,DRC,30546,35,776,1,26603,3167,0,332,8,155250,1689,91909568,Asia
119,Malta,30478,4,417,0,29884,177,0,68866,942,894803,2021848,442567,Asia
120,Angola,30354,324,655,4,25703,3996,22,899,19,527590,15633,33747724,Africa
121,Australia,29967,10,910,0,28900,157,1,1163,35,17507840,679738,25756749,Africa
122,Cabo Verde,27951,279,246,2,24683,3022,23,49803,438,158645,282673,561231,Africa
123,Rwanda,26099,66,343,0,24694,1062,2,1973,26,1367795,103388,13229676,Africa
124,Gabon,23799,0,143,0,20379,3277,15,10479,63,767445,337912,2271138,Asia
125,Syria,23693,48,1693,5,20483,1517,0,1326,95,103566,5796,17868109,Africa
126,Guinea,22746,0,151,0,20366,2229,24,1692,11,445243,33127,13440368,Africa
127,Réunion,22644,0,169,0,21603,872,36,25136,188,102720,114023,900867,Africa
128,Cambodia,21834,335,147,0,10740,10947,0,1290,9,1036373,61252,16919695,Australia/Oceania
129,French Guiana,21465,0,108,0,9995,11362,28,70292,354,234758,768768,305369,Africa
130,Mayotte,20176,0,171,0,2964,17041,6,72444,614,176919,635245,278505,South America
131,French Polynesia,18815,0,141,0,18650,24,1,66644,499,26355,93352,282320,Africa
132,Mauritania,18806,25,457,0,18056,293,14,3955,96,248944,52352,4755216,Africa
133,Eswatini,18519,8,671,0,17799,49,3,15820,573,198582,169642,1170597,Africa
134,Guadeloupe,16017,0,221,0,2242,13554,33,40024,552,195404,488285,400184,Africa
135,Trinidad and Tobago,15899,520,276,11,10065,5558,15,11329,197,152265,108495,1403433,North America
136,Guyana,15168,180,338,3,12886,1944,16,19204,428,136112,172326,789854,Europe
137,Somalia,14486,0,753,0,6325,7408,0,890,46,120132,7381,16275966,North America
138,Mali,14176,13,511,1,9178,4487,0,683,25,282251,13600,20754150,Africa
139,Papua New Guinea,13707,0,136,0,11034,2537,0,1507,15,110286,12128,9093792,North America
140,Andorra,13510,0,127,0,13155,228,12,174609,1641,193595,2502100,77373,South America
141,Burkina Faso,13395,1,164,0,13199,32,0,626,8,183827,8591,21398126,North America
142,Haiti,13353,0,271,0,12414,668,0,1159,24,60085,5214,11523184,Asia
143,Tajikistan,13308,0,90,0,13218,0,0,1369,9,0,0,9722925,Africa
144,Togo,13265,21,125,0,11882,1258,0,1570,15,322535,38186,8446480,North America
145,Belize,12714,0,323,0,12337,54,1,31480,800,124603,308514,403881,Africa
146,Curaçao,12249,3,119,0,12065,65,18,74382,723,103551,628813,164677,Africa
147,Suriname,11828,121,224,1,10184,1420,29,20007,379,55432,93762,591199,North America
148,Hong Kong,11822,3,210,0,11522,90,2,1566,28,14841321,1965778,7549846,Australia/Oceania
149,Martinique,11736,0,90,0,98,11548,24,31295,240,170302,454125,375011,Africa
150,Djibouti,11414,12,151,0,11266,-3,0,11409,151,153727,153656,1000461,North America
151,Congo,11343,0,148,0,8208,2987,0,2013,26,141948,25188,5635467,South America
152,Bahamas,11024,0,216,0,9967,841,5,27803,545,91550,230891,396508,North America
153,Aruba,10849,11,104,0,10649,96,14,101241,971,157193,1466900,107160,Asia
154,Lesotho,10782,4,320,0,6427,4035,0,4999,148,87254,40451,2157010,Africa
155,South Sudan,10652,1,115,0,10462,75,0,942,10,159088,14069,11307657,Africa
156,Seychelles,9184,0,32,0,6413,2739,0,92883,324,21504,217482,98877,North America
157,Benin,7995,0,101,0,7652,242,35,645,8,595112,48003,12397467,Europe
158,Equatorial Guinea,7694,0,112,0,7279,303,7,5333,78,123169,85374,1442699,Africa
159,Nicaragua,7086,0,184,0,4225,2677,0,1059,27,0,0,6692974,Asia
160,CAR,6866,0,95,0,5112,1659,2,1401,19,40907,8344,4902527,Africa
161,Yemen,6538,15,1285,0,3014,2239,23,215,42,35232,1159,30394199,Africa
162,Iceland,6537,0,29,0,6445,63,3,19049,85,622370,1813596,343169,Europe
163,Gambia,5940,0,175,0,5674,91,3,2400,71,76379,30857,2475268,Africa
164,Niger,5330,4,192,0,4953,185,2,214,8,102163,4093,24960694,Africa
165,San Marino,5083,0,90,0,4968,25,4,149531,2648,63241,1860412,33993,North America
166,Chad,4901,4,173,0,4678,50,0,291,10,116600,6927,16832599,Europe
167,Saint Lucia,4818,30,75,0,4516,227,2,26134,407,43118,233883,184357,Europe
168,Burundi,4290,8,6,0,773,3511,0,352,5,279132,22887,12196263,Africa
169,Gibraltar,4286,0,94,0,4189,3,0,127249,2791,242473,7198890,33682,Africa
170,Timor-Leste,4279,161,8,0,2267,2004,0,3193,6,84840,63304,1340190,North America
171,Sierra Leone,4103,0,79,0,3101,923,0,505,10,153257,18880,8117392,Africa
172,Channel Islands,4057,0,86,0,3956,15,0,23149,491,454413,2592868,175255,Africa
173,Vietnam,3985,169,36,1,2668,1281,0,41,4,3091540,31514,98099586,Africa
174,Barbados,3965,4,46,0,3917,2,0,13783,160,162444,564667,287681,Europe
175,Comoros,3863,3,146,0,3699,18,0,4362,165,0,0,885629,Asia
176,Eritrea,3844,22,12,0,3654,178,0,1071,3,23693,6602,3589002,Australia/Oceania
177,Guinea-Bissau,3746,1,67,0,3438,241,9,1865,33,65627,32679,2008213,Europe
178,Liechtenstein,2984,3,58,0,2887,39,3,78068,1517,39109,1023180,38223,North America
179,New Zealand,2645,0,26,0,2601,18,0,529,5,2069812,413789,5002100,Africa
180,Monaco,2493,3,32,0,2434,27,1,63139,810,51953,1315799,39484,North America
181,Bermuda,2466,4,32,0,2250,184,7,39725,515,253555,4084524,62077,North America
182,Turks and Caicos,2404,0,17,0,2365,22,2,61372,434,65926,1683031,39171,Africa
183,Sao Tome and Principe,2327,3,35,0,2274,18,0,10450,157,12999,58374,222684,North America
184,Sint Maarten,2282,5,27,0,2223,32,2,52703,624,26880,620800,43299,North America
185,Liberia,2114,0,85,0,1962,67,2,410,16,97875,18966,5160456,Europe
186,St. Vincent Grenadines,1932,0,12,0,1769,151,2,17367,108,46829,420946,111247,North America
187,Saint Martin,1773,0,12,0,1399,362,7,45187,306,27588,703112,39237,Asia
188,Caribbean Netherlands,1594,3,17,0,1558,19,0,60299,643,10040,379800,26435,North America
189,Isle of Man,1590,0,29,0,1557,4,1,18613,339,44761,523986,85424,Africa
190,Laos,1570,72,2,0,555,1013,0,213,3,220053,29870,7367128,Asia
191,Taiwan,1475,185,12,0,1116,347,0,62,5,571259,23948,23854313,Asia
192,Mauritius,1280,5,17,0,1131,132,0,1005,13,358675,281622,1273606,North America
193,Bhutan,1279,3,1,0,1154,124,0,1642,1,742221,952804,778986,Europe
194,Antigua and Barbuda,1241,1,33,1,1179,29,4,12582,335,16700,169313,98634,North America
195,St. Barth,974,0,1,0,462,511,0,98354,101,26385,2664344,9903,Africa
196,Diamond Princess,712,0,13,0,699,0,0,0,0,0,0,0,Australia/Oceania
197,Faeroe Islands,670,1,1,0,663,6,0,13666,20,259493,5293075,49025,Asia
198,Cayman Islands,565,0,2,0,547,16,0,8510,30,93583,1409552,66392,North America
199,Tanzania,509,0,21,0,183,305,7,8,3,0,0,61202560,North America
200,Wallis and Futuna,445,0,7,0,436,2,1,40210,633,17264,1559953,11067,North America
201,British Virgin Islands,248,0,1,0,209,38,0,8156,33,39777,1308196,30406,Australia/Oceania
202,Brunei,232,0,3,0,220,9,0,526,7,123068,278991,441118,Asia
203,Dominica,178,0,0,0,176,2,0,2467,0,15844,219622,72142,Australia/Oceania
204,Fiji,166,0,4,0,109,53,0,184,4,70792,78475,902093,South America
205,Grenada,161,0,1,0,160,0,0,1425,9,28684,253892,112977,Asia
206,New Caledonia,124,0,0,0,58,66,0,431,0,31166,108260,287882,North America
207,Anguilla,109,0,0,0,95,14,0,7209,0,21728,1437132,15119,Europe
208,Falkland Islands,63,0,0,0,63,0,0,17662,0,7258,2034763,3567,North America
209,Macao,49,0,0,0,49,0,0,75,0,4483,6823,657015,Australia/Oceania
210,Saint Kitts and Nevis,45,0,0,0,45,0,0,841,0,14008,261705,53526,Africa
211,Greenland,31,0,0,0,31,0,0,545,0,20669,363532,56856,Australia/Oceania
212,Vatican City,27,0,0,0,15,12,0,33624,0,0,0,803,Australia/Oceania
213,Saint Pierre Miquelon,25,0,0,0,25,0,0,4334,0,5318,921824,5769,Asia
214,Montserrat,20,0,1,0,19,0,0,4004,200,1313,262863,4995,Asia
215,Solomon Islands,20,0,0,0,20,0,0,29,0,4500,6415,701442,Ship
216,Western Sahara,10,0,1,0,8,1,0,16,2,0,0,610031,North America
217,MS Zaandam,9,0,2,0,7,0,0,0,0,0,0,0,Ship
218,Vanuatu,4,0,1,0,3,0,0,13,3,23000,73400,313351,North America
219,Marshall Islands,4,0,0,0,4,0,0,67,0,0,0,59537,North America
220,Samoa,3,0,0,0,2,1,0,15,0,0,0,199560,Australia/Oceania
221,Saint Helena,2,0,0,0,2,0,0,328,0,0,0,6093,Australia/Oceania
222,Micronesia,1,0,0,0,1,0,0,9,0,0,0,116070,Ship
